Timestamp,Air_Temp_C,Humidity_Pct,pH,EC_mS_cm,DO_mg_L,N_ppm,P_ppm,K_ppm
2024-01-13 20:00:00,20.87,72.66,6.13,1.49,8.29,122.64,41.68,164.09
2024-01-13 21:00:00,19.55,73.63,6.11,1.49,8.68,122.44,41.6,163.87
2024-01-13 22:00:00,18.07,74.29,6.14,1.49,8.65,122.14,41.52,163.76
2024-01-13 23:00:00,17.12,75.13,6.14,1.49,8.9,121.95,41.48,163.51
2024-01-14 00:00:00,17.81,75.42,6.07,1.48,8.72,121.66,41.38,163.17
2024-01-14 01:00:00,18.23,74.53,6.1,1.48,8.82,121.46,41.34,163.0
2024-01-14 02:00:00,17.71,73.24,6.16,1.48,8.63,121.16,41.31,162.79
2024-01-14 03:00:00,18.88,72.82,6.08,1.48,8.68,120.95,41.22,162.53
2024-01-14 04:00:00,20.23,68.67,6.15,1.47,8.48,120.71,41.15,162.25
2024-01-14 05:00:00,21.47,65.66,6.14,1.47,8.47,120.56,41.09,162.11
2024-01-14 06:00:00,21.45,69.2,6.16,1.47,8.34,120.39,41.05,161.8
2024-01-14 07:00:00,23.03,64.92,6.2,1.47,8.3,120.15,41.03,161.61
2024-01-14 08:00:00,23.69,59.11,6.3,1.47,8.11,120.04,40.94,161.51
2024-01-14 09:00:00,24.64,59.0,6.19,1.46,7.95,119.92,40.87,161.31
2024-01-14 10:00:00,25.58,57.75,6.16,1.46,7.89,119.78,40.8,160.91
2024-01-14 11:00:00,25.43,52.37,6.09,1.46,7.85,119.59,40.72,160.77
2024-01-14 12:00:00,25.77,56.54,6.14,1.46,7.93,119.32,40.65,160.56
2024-01-14 13:00:00,25.65,54.2,6.06,1.45,7.87,119.05,40.59,160.38
2024-01-14 14:00:00,25.45,58.03,6.23,1.45,7.83,118.79,40.55,160.04
2024-01-14 15:00:00,25.62,58.7,6.21,1.45,7.91,118.49,40.53,159.66
2024-01-14 16:00:00,24.01,57.97,6.26,1.45,7.92,118.21,40.44,159.38
2024-01-14 17:00:00,23.24,64.59,6.21,1.44,8.21,118.06,40.41,159.19
2024-01-14 18:00:00,22.42,61.64,6.21,1.44,8.35,117.88,40.37,159.06
2024-01-14 19:00:00,21.64,66.26,6.13,1.44,8.31,117.72,40.34,158.76
2024-01-14 20:00:00,19.21,70.42,6.09,1.44,8.62,117.54,40.26,158.44
2024-01-14 21:00:00,19.18,75.59,6.17,1.43,8.63,117.25,40.23,158.05
2024-01-14 22:00:00,18.36,74.52,6.19,1.43,8.68,116.98,40.14,157.75
2024-01-14 23:00:00,18.66,75.46,6.14,1.43,8.54,116.82,40.06,157.44
2024-01-15 00:00:00,18.07,74.53,5.94,1.82,8.67,149.72,49.94,199.66
2024-01-15 01:00:00,18.87,73.25,6.04,1.81,8.56,149.59,49.89,199.34
2024-01-15 02:00:00,19.51,70.49,6.01,1.81,8.54,149.3,49.8,198.95
2024-01-15 03:00:00,19.52,70.15,6.02,1.81,8.49,149.19,49.76,198.55
2024-01-15 04:00:00,20.34,71.59,5.96,1.8,8.34,148.93,49.72,198.18
2024-01-15 05:00:00,20.66,67.32,6.05,1.8,8.59,148.83,49.63,197.91
2024-01-15 06:00:00,20.92,62.4,5.96,1.8,8.42,148.65,49.55,197.71
2024-01-15 07:00:00,22.08,63.87,6.02,1.8,8.27,148.42,49.51,197.43
2024-01-15 08:00:00,24.66,68.35,6.06,1.8,8.07,148.31,49.45,197.26
2024-01-15 09:00:00,25.1,58.55,6.1,1.79,8.08,148.17,49.37,197.14
2024-01-15 10:00:00,25.23,52.31,5.99,1.79,8.02,147.93,49.31,197.0
2024-01-15 11:00:00,26.32,50.35,6.04,1.79,7.82,147.75,49.25,196.9
2024-01-15 12:00:00,26.11,56.24,5.96,1.79,7.83,147.64,49.23,196.75
2024-01-15 13:00:00,25.01,50.75,6.02,1.79,8.02,147.36,49.14,196.59
2024-01-15 14:00:00,25.67,55.21,6.08,1.78,8.1,147.07,49.11,196.48
2024-01-15 15:00:00,25.29,54.25,5.96,1.78,7.96,146.95,49.09,196.34
2024-01-15 16:00:00,24.07,61.07,6.04,1.78,8.14,146.73,49.0,195.97
2024-01-15 17:00:00,24.22,65.15,6.05,1.78,8.27,146.49,48.93,195.76
2024-01-15 18:00:00,22.11,65.85,5.97,1.78,8.25,146.35,48.89,195.6
2024-01-15 19:00:00,20.58,66.24,6.07,1.77,8.49,146.19,48.83,195.25
2024-01-15 20:00:00,20.37,72.32,5.92,1.77,8.46,145.91,48.75,194.97
2024-01-15 21:00:00,19.11,76.13,6.01,1.77,8.56,145.68,48.69,194.85
2024-01-15 22:00:00,18.14,73.7,5.98,1.77,8.66,145.49,48.63,194.75
2024-01-15 23:00:00,19.12,77.94,5.99,1.76,8.58,145.22,48.53,194.49
2024-01-16 00:00:00,18.03,77.33,6.06,1.76,8.69,145.12,48.49,194.38
2024-01-16 01:00:00,19.18,77.01,5.94,1.76,8.45,144.93,48.43,194.05
2024-01-16 02:00:00,18.73,73.28,6.07,1.76,8.65,144.64,48.39,193.73
2024-01-16 03:00:00,20.21,66.91,6.06,1.76,8.35,144.36,48.36,193.4
2024-01-16 04:00:00,19.42,69.08,6.06,1.75,8.58,144.17,48.31,193.08
2024-01-16 05:00:00,20.86,66.01,5.98,1.75,8.64,143.99,48.21,192.85
2024-01-16 06:00:00,21.33,66.58,6.03,1.75,8.25,143.88,48.14,192.74
2024-01-16 07:00:00,22.86,61.4,6.04,1.75,8.19,143.65,48.04,192.58
2024-01-16 08:00:00,23.72,60.46,6.02,1.74,8.13,143.38,47.99,192.23
2024-01-16 09:00:00,25.72,59.21,6.01,1.74,7.93,143.1,47.95,191.98
2024-01-16 10:00:00,25.27,58.37,6.02,1.74,7.95,142.98,47.86,191.67
2024-01-16 11:00:00,25.81,58.6,6.07,1.74,7.88,142.69,47.83,191.4
2024-01-16 12:00:00,25.96,54.65,6.02,1.73,7.78,142.51,47.79,191.1
2024-01-16 13:00:00,25.82,54.15,6.02,1.73,7.89,142.21,47.73,190.97
2024-01-16 14:00:00,25.37,54.11,6.01,1.73,7.93,142.09,47.67,190.78
2024-01-16 15:00:00,24.68,55.32,6.1,1.73,7.98,141.91,47.59,190.51
2024-01-16 16:00:00,24.28,61.16,6.12,1.72,8.2,141.76,47.52,190.17
2024-01-16 17:00:00,22.64,66.41,6.04,1.72,8.34,141.49,47.47,189.96
2024-01-16 18:00:00,21.73,66.12,6.07,1.72,8.2,141.28,47.38,189.57
2024-01-16 19:00:00,21.18,68.48,6.09,1.72,8.56,141.15,47.33,189.24
2024-01-16 20:00:00,19.89,71.1,6.03,1.71,8.49,140.93,47.28,189.05
2024-01-16 21:00:00,18.61,70.09,6.06,1.71,8.76,140.76,47.23,188.95
2024-01-16 22:00:00,18.81,75.58,5.95,1.71,8.69,140.48,47.16,188.59
2024-01-16 23:00:00,17.7,74.12,6.03,1.71,9.1,140.38,47.06,188.39
2024-01-17 00:00:00,17.91,74.93,6.05,1.71,8.81,140.17,47.04,188.13
2024-01-17 01:00:00,18.53,74.67,6.09,1.7,8.59,139.89,47.01,187.78
2024-01-17 02:00:00,18.83,72.91,6.0,1.7,8.55,139.59,46.93,187.41
2024-01-17 03:00:00,19.14,71.18,6.01,1.7,8.54,139.39,46.84,187.09
2024-01-17 04:00:00,19.96,68.28,6.02,1.7,8.52,139.26,46.81,186.89
2024-01-17 05:00:00,20.08,69.51,5.99,1.69,8.52,138.98,46.76,186.73
2024-01-17 06:00:00,22.14,65.43,6.07,1.69,8.19,138.73,46.74,186.55
2024-01-17 07:00:00,23.15,63.02,6.02,1.69,8.11,138.61,46.69,186.25
2024-01-17 08:00:00,23.76,61.05,6.06,1.69,8.07,138.34,46.61,186.02
2024-01-17 09:00:00,25.01,57.76,6.1,1.68,7.79,138.2,46.53,185.7
2024-01-17 10:00:00,25.65,58.62,5.99,1.68,7.83,138.05,46.5,185.59
2024-01-17 11:00:00,26.25,56.84,6.11,1.68,7.88,137.91,46.4,185.37
2024-01-17 12:00:00,26.05,58.01,6.06,1.68,7.95,137.68,46.31,185.05
2024-01-17 13:00:00,25.01,52.77,6.04,1.67,8.08,137.43,46.27,184.66
2024-01-17 14:00:00,25.5,54.91,5.94,1.67,7.93,137.18,46.24,184.48
2024-01-17 15:00:00,25.52,57.41,6.06,1.67,7.88,137.05,46.22,184.36
2024-01-17 16:00:00,23.8,62.36,6.08,1.67,8.29,136.9,46.13,184.12
2024-01-17 17:00:00,23.48,62.37,6.09,1.67,8.17,136.74,46.06,183.98
2024-01-17 18:00:00,21.94,62.0,6.16,1.67,8.38,136.6,46.04,183.82
2024-01-17 19:00:00,20.89,66.85,6.11,1.66,8.33,136.42,46.01,183.64
2024-01-17 20:00:00,20.41,71.95,6.06,1.66,8.31,136.16,45.92,183.49
2024-01-17 21:00:00,19.73,74.59,6.03,1.66,8.37,136.03,45.82,183.16
2024-01-17 22:00:00,18.23,68.92,6.09,1.66,8.71,135.88,45.78,182.85
2024-01-17 23:00:00,18.14,73.72,6.07,1.65,8.62,135.67,45.69,182.48
2024-01-18 00:00:00,18.11,78.48,6.07,1.65,8.66,135.38,45.63,182.17
2024-01-18 01:00:00,17.97,72.25,6.09,1.65,8.8,135.15,45.6,181.85
2024-01-18 02:00:00,19.94,72.79,6.08,1.65,8.53,134.98,45.54,181.73
2024-01-18 03:00:00,19.38,71.35,6.04,1.64,8.51,134.82,45.45,181.54
2024-01-18 04:00:00,19.47,69.62,6.08,1.64,8.6,134.53,45.42,181.18
2024-01-18 05:00:00,21.61,69.95,6.06,1.64,8.18,134.31,45.35,180.81
2024-01-18 06:00:00,22.05,69.84,6.08,1.64,8.27,134.14,45.3,180.65
2024-01-18 07:00:00,22.97,62.74,6.06,1.63,8.26,134.0,45.25,180.29
2024-01-18 08:00:00,24.11,60.7,6.04,1.63,7.95,133.88,45.16,179.9
2024-01-18 09:00:00,25.18,57.59,6.06,1.63,8.06,133.59,45.06,179.67
2024-01-18 10:00:00,25.3,53.53,6.14,1.63,7.95,133.43,45.02,179.56
2024-01-18 11:00:00,25.44,57.6,6.1,1.62,7.98,133.22,44.99,179.25
2024-01-18 12:00:00,25.6,57.33,6.18,1.62,8.15,132.99,44.95,179.1
2024-01-18 13:00:00,25.15,56.07,6.14,1.62,8.03,132.82,44.87,178.84
2024-01-18 14:00:00,25.9,53.91,6.05,1.62,7.97,132.67,44.81,178.48
2024-01-18 15:00:00,23.66,58.31,6.11,1.62,7.99,132.46,44.78,178.26
2024-01-18 16:00:00,23.71,59.27,6.14,1.61,8.05,132.31,44.69,177.92
2024-01-18 17:00:00,23.53,64.63,6.01,1.61,8.1,132.14,44.61,177.65
2024-01-18 18:00:00,21.97,65.72,6.06,1.61,8.46,131.99,44.53,177.44
2024-01-18 19:00:00,21.49,68.36,6.05,1.61,8.26,131.88,44.43,177.29
2024-01-18 20:00:00,20.26,73.62,6.08,1.61,8.43,131.63,44.39,177.15
2024-01-18 21:00:00,18.58,74.35,6.1,1.6,8.5,131.44,44.31,176.78
2024-01-18 22:00:00,18.57,75.23,6.13,1.6,8.6,131.29,44.28,176.53
2024-01-18 23:00:00,18.35,72.52,6.06,1.6,8.69,131.05,44.22,176.28
2024-01-19 00:00:00,17.81,72.62,6.15,1.59,8.75,130.77,44.17,175.92
2024-01-19 01:00:00,17.82,73.73,6.03,1.59,8.72,130.54,44.15,175.59
2024-01-19 02:00:00,19.23,74.77,6.2,1.59,8.67,130.35,44.1,175.31
2024-01-19 03:00:00,19.67,70.12,6.05,1.59,8.44,130.13,44.08,175.06
2024-01-19 04:00:00,19.76,69.77,6.13,1.59,8.53,129.93,44.04,174.83
2024-01-19 05:00:00,20.57,67.23,6.09,1.58,8.52,129.72,44.0,174.65
2024-01-19 06:00:00,20.94,61.87,6.09,1.58,8.52,129.49,43.97,174.55
2024-01-19 07:00:00,22.7,63.11,6.12,1.58,8.29,129.39,43.87,174.37
2024-01-19 08:00:00,24.52,61.73,6.0,1.58,8.07,129.12,43.84,174.13
2024-01-19 09:00:00,25.03,57.76,6.04,1.58,8.04,128.92,43.82,173.76
2024-01-19 10:00:00,25.31,55.99,6.07,1.57,7.95,128.73,43.77,173.45
2024-01-19 11:00:00,25.29,55.9,6.14,1.57,7.93,128.58,43.7,173.25
2024-01-19 12:00:00,26.46,56.29,6.18,1.57,7.66,128.44,43.66,173.04
2024-01-19 13:00:00,26.59,56.26,6.17,1.57,7.89,128.22,43.6,172.9
2024-01-19 14:00:00,24.88,57.66,6.14,1.56,7.97,127.93,43.51,172.78
2024-01-19 15:00:00,23.76,59.8,6.01,1.56,8.02,127.67,43.42,172.64
2024-01-19 16:00:00,23.62,58.28,6.04,1.56,8.13,127.55,43.36,172.41
2024-01-19 17:00:00,22.43,61.18,6.07,1.56,8.29,127.43,43.27,172.21
2024-01-19 18:00:00,22.7,63.26,6.07,1.56,8.17,127.13,43.18,171.94
2024-01-19 19:00:00,20.95,67.78,6.06,1.55,8.49,126.99,43.11,171.83
2024-01-19 20:00:00,20.38,70.05,6.18,1.55,8.48,126.85,43.05,171.67
2024-01-19 21:00:00,18.7,74.73,6.09,1.55,8.69,126.71,43.0,171.28
2024-01-19 22:00:00,18.16,74.6,6.19,1.55,8.73,126.6,42.95,171.05
2024-01-19 23:00:00,18.77,74.87,6.09,1.55,8.69,126.43,42.85,170.79
2024-01-20 00:00:00,18.7,76.66,6.11,1.54,8.52,126.32,42.77,170.49
2024-01-20 01:00:00,18.42,73.86,6.11,1.54,8.42,126.03,42.73,170.15
2024-01-20 02:00:00,19.64,74.06,6.1,1.54,8.41,125.89,42.66,169.92
2024-01-20 03:00:00,18.81,71.68,6.13,1.54,8.7,125.62,42.58,169.59
2024-01-20 04:00:00,20.01,70.93,6.18,1.53,8.47,125.33,42.54,169.47
2024-01-20 05:00:00,21.21,68.86,6.17,1.53,8.31,125.23,42.48,169.14
2024-01-20 06:00:00,22.23,66.65,6.06,1.53,8.1,125.0,42.43,168.93
2024-01-20 07:00:00,23.72,59.16,6.08,1.53,8.04,124.77,42.4,168.63
2024-01-20 08:00:00,24.33,61.4,6.13,1.52,8.16,124.62,42.35,168.48
2024-01-20 09:00:00,24.33,56.87,6.11,1.52,8.0,124.52,42.26,168.14
2024-01-20 10:00:00,26.09,55.53,6.15,1.52,7.77,124.41,42.2,168.0
2024-01-20 11:00:00,25.43,57.75,6.17,1.52,7.74,124.12,42.17,167.61
2024-01-20 12:00:00,25.86,58.67,6.25,1.52,7.91,123.94,42.13,167.37
2024-01-20 13:00:00,26.04,51.77,6.13,1.51,7.79,123.73,42.07,167.17
2024-01-20 14:00:00,25.35,55.78,6.18,1.51,8.08,123.48,42.02,166.79
2024-01-20 15:00:00,24.25,56.71,6.12,1.51,8.24,123.29,41.95,166.56
2024-01-20 16:00:00,23.78,61.16,6.15,1.51,8.16,123.15,41.87,166.19
2024-01-20 17:00:00,23.3,60.96,6.2,1.5,8.23,122.9,41.84,165.83
2024-01-20 18:00:00,21.83,66.07,6.13,1.5,8.26,122.62,41.76,165.57
2024-01-20 19:00:00,21.4,67.18,6.15,1.5,8.44,122.44,41.71,165.28
2024-01-20 20:00:00,20.89,72.62,6.07,1.49,8.39,122.34,41.64,164.91
2024-01-20 21:00:00,18.89,70.07,6.15,1.49,8.54,122.13,41.58,164.66
2024-01-20 22:00:00,18.49,73.83,6.08,1.49,8.84,121.99,41.55,164.43
2024-01-20 23:00:00,18.4,74.41,6.12,1.49,8.85,121.82,41.52,164.21
2024-01-21 00:00:00,17.53,76.95,6.18,1.49,8.8,121.55,41.46,163.9
2024-01-21 01:00:00,18.08,79.27,6.16,1.48,8.84,121.3,41.36,163.73
2024-01-21 02:00:00,18.48,74.41,6.17,1.48,8.52,121.12,41.33,163.37
2024-01-21 03:00:00,18.73,70.56,6.2,1.48,8.6,120.98,41.28,162.98
2024-01-21 04:00:00,20.02,72.9,6.19,1.48,8.57,120.7,41.21,162.83
2024-01-21 05:00:00,20.91,68.75,6.15,1.47,8.45,120.55,41.13,162.7
2024-01-21 06:00:00,21.45,64.6,6.21,1.47,8.34,120.31,41.06,162.32
2024-01-21 07:00:00,22.7,65.64,6.14,1.47,8.18,120.03,41.04,162.06
2024-01-21 08:00:00,24.27,60.59,6.18,1.47,8.25,119.82,40.95,161.91
2024-01-21 09:00:00,26.18,53.78,6.13,1.46,7.89,119.7,40.89,161.71
2024-01-21 10:00:00,25.97,57.46,6.09,1.46,7.94,119.54,40.8,161.5
2024-01-21 11:00:00,25.61,56.08,6.25,1.46,7.84,119.42,40.72,161.23
2024-01-21 12:00:00,25.95,53.07,6.15,1.46,7.7,119.17,40.66,161.02
2024-01-21 13:00:00,26.21,55.92,6.16,1.46,8.01,119.06,40.63,160.75
2024-01-21 14:00:00,25.78,57.68,6.19,1.45,7.89,118.93,40.53,160.61
2024-01-21 15:00:00,25.18,55.6,6.16,1.45,8.01,118.65,40.46,160.44
2024-01-21 16:00:00,23.43,60.53,6.12,1.45,8.04,118.52,40.37,160.17
2024-01-21 17:00:00,22.52,61.2,6.19,1.45,8.31,118.4,40.29,159.78
2024-01-21 18:00:00,21.91,65.86,6.2,1.45,8.46,118.27,40.24,159.64
2024-01-21 19:00:00,20.55,68.21,6.14,1.44,8.58,118.12,40.14,159.36
2024-01-21 20:00:00,20.01,68.99,6.11,1.44,8.67,118.01,40.08,159.1
2024-01-21 21:00:00,17.71,67.61,6.25,1.44,8.82,117.9,40.0,158.96
2024-01-21 22:00:00,18.22,77.33,6.18,1.44,8.53,117.63,39.98,158.58
2024-01-21 23:00:00,17.21,76.6,6.12,1.43,8.81,117.48,39.91,158.2
2024-01-22 00:00:00,17.33,75.13,5.96,1.82,8.67,149.74,49.93,199.69
2024-01-22 01:00:00,18.62,73.96,5.98,1.81,8.72,149.53,49.85,199.58
2024-01-22 02:00:00,18.51,73.9,6.13,1.81,8.65,149.37,49.78,199.47
2024-01-22 03:00:00,19.34,69.45,6.0,1.81,8.69,149.11,49.7,199.19
2024-01-22 04:00:00,20.14,69.89,5.98,1.81,8.54,148.84,49.63,198.87
2024-01-22 05:00:00,21.2,67.89,5.97,1.8,8.21,148.58,49.55,198.62
2024-01-22 06:00:00,21.75,63.01,6.02,1.8,8.32,148.45,49.5,198.37
2024-01-22 07:00:00,22.2,62.07,6.0,1.8,8.21,148.23,49.48,198.08
2024-01-22 08:00:00,24.1,57.01,6.04,1.8,8.16,148.02,49.41,197.97
2024-01-22 09:00:00,24.48,58.6,6.04,1.79,8.11,147.84,49.33,197.67
2024-01-22 10:00:00,25.18,54.41,5.91,1.79,7.87,147.56,49.23,197.32
2024-01-22 11:00:00,26.24,55.79,6.01,1.79,7.93,147.31,49.14,197.07
2024-01-22 12:00:00,25.41,53.12,6.03,1.79,8.03,147.04,49.05,196.91
2024-01-22 13:00:00,25.47,56.7,6.06,1.78,8.04,146.81,49.01,196.58
2024-01-22 14:00:00,24.88,58.11,5.97,1.78,7.95,146.68,48.91,196.29
2024-01-22 15:00:00,25.71,59.55,6.05,1.78,8.06,146.49,48.86,195.9
2024-01-22 16:00:00,23.77,59.91,5.99,1.78,8.1,146.21,48.83,195.72
2024-01-22 17:00:00,22.55,64.48,6.01,1.77,8.14,146.11,48.74,195.51
2024-01-22 18:00:00,21.56,65.3,6.11,1.77,8.3,145.82,48.68,195.38
2024-01-22 19:00:00,20.9,68.16,6.04,1.77,8.51,145.61,48.6,195.24
2024-01-22 20:00:00,20.17,66.27,6.01,1.77,8.47,145.49,48.53,194.96
2024-01-22 21:00:00,19.27,69.75,6.08,1.77,8.49,145.37,48.44,194.61
2024-01-22 22:00:00,18.66,73.66,5.99,1.76,8.58,145.16,48.37,194.3
2024-01-22 23:00:00,17.69,74.73,6.17,1.76,8.72,145.01,48.29,194.0
2024-01-23 00:00:00,17.75,73.77,6.06,1.76,8.69,144.79,48.25,193.61
2024-01-23 01:00:00,17.49,73.17,6.02,1.75,8.65,144.6,48.21,193.27
2024-01-23 02:00:00,19.0,77.71,6.01,1.75,8.65,144.43,48.18,193.0
2024-01-23 03:00:00,19.21,72.73,5.96,1.75,8.43,144.25,48.16,192.85
2024-01-23 04:00:00,20.31,70.23,6.05,1.75,8.48,143.98,48.1,192.52
2024-01-23 05:00:00,21.1,64.59,6.03,1.75,8.31,143.82,48.01,192.35
2024-01-23 06:00:00,22.08,65.34,6.05,1.74,8.42,143.61,47.98,192.19
2024-01-23 07:00:00,22.5,61.97,6.07,1.74,8.21,143.44,47.9,192.06
2024-01-23 08:00:00,23.84,59.0,6.03,1.74,8.02,143.23,47.87,191.92
2024-01-23 09:00:00,25.34,56.73,6.06,1.74,7.86,143.08,47.78,191.6
2024-01-23 10:00:00,25.46,56.87,6.07,1.74,7.83,142.88,47.7,191.45
2024-01-23 11:00:00,26.65,53.98,6.07,1.73,7.84,142.77,47.66,191.09
2024-01-23 12:00:00,25.76,55.41,6.05,1.73,7.98,142.51,47.63,190.83
2024-01-23 13:00:00,26.26,54.91,6.07,1.73,7.85,142.34,47.58,190.57
2024-01-23 14:00:00,25.35,55.19,6.02,1.73,7.75,142.1,47.52,190.24
2024-01-23 15:00:00,24.87,59.47,6.09,1.72,8.02,141.91,47.46,189.92
2024-01-23 16:00:00,24.51,57.77,6.1,1.72,8.05,141.69,47.4,189.77
2024-01-23 17:00:00,23.15,62.78,6.0,1.72,8.0,141.48,47.35,189.53
2024-01-23 18:00:00,22.52,63.9,6.01,1.72,8.3,141.35,47.28,189.38
2024-01-23 19:00:00,20.96,69.6,6.04,1.72,8.21,141.18,47.19,189.17
2024-01-23 20:00:00,20.01,72.19,6.06,1.71,8.64,140.98,47.13,189.06
2024-01-23 21:00:00,19.69,71.5,6.05,1.71,8.45,140.73,47.04,188.9
2024-01-23 22:00:00,17.75,73.91,5.93,1.71,8.87,140.58,47.02,188.73
2024-01-23 23:00:00,18.03,73.98,6.06,1.71,8.6,140.39,46.99,188.41
2024-01-24 00:00:00,18.38,72.74,6.02,1.71,8.65,140.12,46.92,188.1
2024-01-24 01:00:00,18.6,74.73,6.11,1.7,8.67,139.87,46.82,187.86
2024-01-24 02:00:00,17.96,72.72,6.12,1.7,8.86,139.61,46.76,187.57
2024-01-24 03:00:00,18.84,72.62,6.04,1.7,8.61,139.5,46.7,187.19
2024-01-24 04:00:00,19.77,69.08,6.05,1.69,8.38,139.34,46.68,186.8
2024-01-24 05:00:00,21.7,64.82,6.07,1.69,8.39,139.05,46.6,186.59
2024-01-24 06:00:00,21.51,66.47,6.06,1.69,8.33,138.83,46.54,186.34
2024-01-24 07:00:00,22.47,63.49,6.04,1.69,8.15,138.67,46.46,186.16
2024-01-24 08:00:00,25.12,63.27,5.98,1.68,7.78,138.5,46.37,185.8
2024-01-24 09:00:00,24.23,53.57,6.06,1.68,8.27,138.28,46.35,185.43
2024-01-24 10:00:00,25.97,52.26,6.06,1.68,7.93,138.11,46.27,185.1
2024-01-24 11:00:00,25.87,57.58,6.04,1.68,7.79,137.88,46.22,184.84
2024-01-24 12:00:00,25.62,51.73,6.03,1.67,8.03,137.66,46.16,184.57
2024-01-24 13:00:00,25.27,55.67,6.06,1.67,8.04,137.44,46.13,184.22
2024-01-24 14:00:00,26.19,56.9,6.11,1.67,7.69,137.21,46.11,184.01
2024-01-24 15:00:00,24.72,58.54,6.01,1.67,8.07,137.01,46.06,183.72
2024-01-24 16:00:00,23.68,61.56,6.07,1.66,8.24,136.88,45.96,183.44
2024-01-24 17:00:00,23.73,62.88,6.05,1.66,8.17,136.76,45.87,183.1
2024-01-24 18:00:00,21.36,65.06,6.08,1.66,8.24,136.59,45.8,182.91
2024-01-24 19:00:00,20.75,73.28,6.02,1.66,8.41,136.41,45.74,182.77
2024-01-24 20:00:00,20.4,68.89,6.0,1.66,8.37,136.31,45.66,182.43
2024-01-24 21:00:00,18.45,71.85,6.14,1.65,8.77,136.11,45.62,182.09
2024-01-24 22:00:00,18.67,71.1,6.04,1.65,8.55,135.91,45.54,181.74
2024-01-24 23:00:00,17.9,74.2,6.07,1.65,8.58,135.78,45.49,181.34
2024-01-25 00:00:00,17.61,75.27,6.06,1.65,8.72,135.64,45.44,180.98
2024-01-25 01:00:00,17.68,77.91,6.09,1.64,8.69,135.44,45.4,180.85
2024-01-25 02:00:00,18.26,73.62,6.1,1.64,8.49,135.18,45.34,180.61
2024-01-25 03:00:00,18.52,74.62,6.06,1.64,8.45,134.95,45.27,180.22
2024-01-25 04:00:00,19.89,68.99,6.08,1.64,8.47,134.8,45.21,179.97
2024-01-25 05:00:00,21.09,66.23,6.08,1.63,8.37,134.62,45.11,179.78
2024-01-25 06:00:00,22.64,62.72,5.99,1.63,8.43,134.34,45.05,179.39
2024-01-25 07:00:00,22.21,62.41,6.06,1.63,8.16,134.22,44.99,179.25
2024-01-25 08:00:00,24.82,62.6,6.03,1.63,8.16,134.07,44.91,178.87
2024-01-25 09:00:00,24.44,60.34,6.07,1.62,8.05,133.94,44.84,178.53
2024-01-25 10:00:00,24.62,56.9,6.06,1.62,7.74,133.79,44.8,178.23
2024-01-25 11:00:00,25.84,55.94,5.98,1.62,7.93,133.55,44.78,177.95
2024-01-25 12:00:00,24.88,54.2,6.06,1.62,7.93,133.38,44.69,177.7
2024-01-25 13:00:00,26.4,53.65,6.15,1.61,7.78,133.16,44.65,177.38
2024-01-25 14:00:00,26.04,57.51,6.1,1.61,7.9,133.01,44.63,177.04
2024-01-25 15:00:00,24.1,56.59,6.1,1.61,8.38,132.87,44.6,176.77
2024-01-25 16:00:00,23.88,57.56,6.14,1.61,8.49,132.69,44.53,176.45
2024-01-25 17:00:00,22.87,63.63,6.04,1.61,8.06,132.58,44.46,176.24
2024-01-25 18:00:00,22.43,61.02,6.17,1.6,8.37,132.46,44.38,175.99
2024-01-25 19:00:00,21.18,66.16,6.15,1.6,8.3,132.17,44.34,175.73
2024-01-25 20:00:00,20.81,69.07,6.17,1.6,8.5,131.98,44.25,175.49
2024-01-25 21:00:00,19.71,72.22,6.07,1.6,8.49,131.73,44.22,175.19
2024-01-25 22:00:00,18.19,74.25,6.08,1.59,8.59,131.56,44.19,174.93
2024-01-25 23:00:00,18.17,73.85,6.12,1.59,8.64,131.42,44.1,174.76
2024-01-26 00:00:00,18.32,75.05,6.08,1.59,8.73,131.19,44.02,174.55
2024-01-26 01:00:00,18.58,77.37,6.13,1.59,8.8,130.98,43.99,174.25
2024-01-26 02:00:00,17.82,74.54,6.09,1.58,8.78,130.76,43.94,173.87
2024-01-26 03:00:00,19.36,71.45,6.14,1.58,8.39,130.61,43.91,173.6
2024-01-26 04:00:00,19.7,66.42,6.11,1.58,8.48,130.31,43.84,173.41
2024-01-26 05:00:00,20.23,67.67,6.09,1.58,8.45,130.1,43.75,173.1
2024-01-26 06:00:00,21.47,63.97,6.14,1.58,8.49,129.91,43.72,172.93
2024-01-26 07:00:00,23.71,62.24,6.12,1.57,8.27,129.68,43.63,172.8
2024-01-26 08:00:00,23.56,62.02,6.14,1.57,8.18,129.46,43.61,172.46
2024-01-26 09:00:00,23.9,61.54,6.14,1.57,7.88,129.28,43.58,172.29
2024-01-26 10:00:00,24.55,58.26,6.16,1.57,8.08,129.05,43.52,172.06
2024-01-26 11:00:00,25.92,51.95,6.07,1.56,7.6,128.82,43.46,171.82
2024-01-26 12:00:00,25.3,51.92,6.1,1.56,7.85,128.54,43.38,171.65
2024-01-26 13:00:00,26.57,59.15,6.19,1.56,7.89,128.35,43.31,171.4
2024-01-26 14:00:00,25.84,54.61,6.04,1.56,7.89,128.19,43.28,171.04
2024-01-26 15:00:00,24.91,60.57,6.16,1.55,8.11,127.93,43.19,170.8
2024-01-26 16:00:00,24.54,59.53,6.12,1.55,8.01,127.74,43.17,170.55
